"","x"
"15033",160.03
"15034",166.64
"15035",152.25
"15036",165.55
"15037",157.62
"15038",153.06
"15039",156.16
"15040",159.76
"15041",163.36
"15042",154.68
"15043",159.37
"15044",164.2
"15045",162.56
"15046",159.46
"15047",152.05
"15048",153.11
"15049",152.2
"15050",150.76
"15051",154.5
"15052",153.56
"15053",157.66
"15054",166.06
"15055",163.94
"15056",154.72
"15057",163.51
"15058",163.31
"15059",151.41
"15060",157.69
"15061",159.27
"15062",169.64
"15063",152.26
"15064",160.44
"15065",157.47
"15066",161.56
"15067",147.57
"15068",165.11
"15069",153.01
"15070",159.96
"15071",148.15
"15072",154.54
"15073",163.4
"15074",153.03
"15075",152.86
"15076",164.57
"15077",161.96
"15078",154.06
"15079",152.67
"15080",151.45
"15081",154.11
"15082",162.97
"15083",159.06
"15084",158.98
"15085",156.73
"15086",160.41
"15087",154.7
"15088",154.81
"15089",164.32
"15090",164.05
"15091",158.9
"15092",157.66
"15093",164.5
"15094",157.38
"15095",156.93
"15096",164.41
"15097",148.07
"15098",154.33
"15099",163.16
"15100",158.77
"15101",170.09
"15102",157.21
"15103",158.82
"15104",162.46
"15105",162.35
"15106",165.3
"15107",157.45
"15108",163.84
"15109",156.45
"15110",164.55
"15111",161.13
"15112",167.99
"15113",149.36
"15114",158.68
"15115",158.56
"15116",158.65
"15117",162.25
"15118",155.12
"15119",158.81
"15120",163.25
"15121",164.18
"15122",150.46
"15123",150.84
"15124",155.48
"15125",161.93
"15126",161.01
"15127",153.66
"15128",155.1
"15129",155.19
"15130",159.97
"15131",163.77
"15132",157.89
"15133",161.63
"15134",158.74
"15135",161.18
"15136",154.86
"15137",156.44
"15138",157.21
"15139",164.83
"15140",162.92
"15141",160.04
"15142",158.69
"15143",151.81
"15144",171.48
"15145",153.31
"15146",162.25
"15147",149.98
"15148",162.89
"15149",164.81
"15150",163.7
"15151",149.98
"15152",153.66
"15153",163.82
"15154",155.83
"15155",157.26
"15156",155.39
"15157",149.94
"15158",156.88
"15159",164.91
"15160",154.7
"15161",156.01
"15162",149.89
"15163",158.64
"15164",159.96
"15165",157.55
"15166",161.82
"15167",153.85
"15168",149.93
"15169",156.44
"15170",153.5
"15171",152.9
"15172",157.91
"15173",152.9
"15174",164.23
"15175",159.22
"15176",164.23
"15177",166.59
"15178",156.26
"15179",154.81
"15180",160.75
"15181",145.95
"15182",159.69
"15183",155.6
"15184",165
"15185",162.37
"15186",151.82
"15187",150.81
"15188",167.17
"15189",156.28
"15190",169.82
"15191",152
"15192",161.3
"15193",161.07
"15194",153.01
"15195",151.32
"15196",153.74
"15197",155.24
"15198",162.02
"15199",161.54
"15200",157.18
"15201",161.3
"15202",157.18
"15203",148.04
"15204",167.8
"15205",153.14
"15206",158.45
"15207",164.24
"15208",159.03
"15209",152.63
"15210",154.34
"15211",163.37
"15212",151.58
"15213",152.77
"15214",148.83
"15215",156.03
"15216",159.61
"15217",163.74
"15218",152.87
"15219",159.77
"15220",152.19
"15221",158.16
"15222",150.59
"15223",158.87
"15224",152.68
"15225",149.87
"15226",158.42
"15227",162
"15228",156.97
"15229",160.59
"15230",162.12
"15231",157.15
"15232",166.44
"15233",157.67
"15234",156.93
"15235",158.92
"15236",162.46
"15237",166.3
"15238",151.16
"15239",157.38
"15240",161.86
"15241",149.29
"15242",163.44
"15243",148.02
"15244",158.35
"15245",147.67
"15246",157.46
"15247",154.73
"15248",156.98
"15249",164.86
"15250",159.3
"15251",151.19
"15252",156.75
"15253",157.46
"15254",152.73
"15255",154.41
"15256",165.51
"15257",163.07
"15258",161.17
"15259",156.49
"15260",163.66
"15261",161.8
"15262",159.2
"15263",158.53
"15264",159.63
"15265",158.46
"15266",156
"15267",151.42
"15268",161.98
"15269",159.63
"15270",157.35
"15271",158.21
"15272",161.52
"15273",151.86
"15274",158
"15275",147.78
"15276",159.79
"15277",155.55
"15278",161.78
"15279",159.46
"15280",157.58
"15281",154.69
"15282",160.79
"15283",152.22
"15284",155.65
"15285",147.5
"15286",175.55
"15287",158.94
"15288",156.38
"15289",162.42
"15290",148.92
"15291",163.61
"15292",155.07
"15293",152
"15294",160.72
"15295",165.63
"15296",160.09
"15297",156.39
"15298",158.07
"15299",156.73
"15300",156.71
"15301",167.95
"15302",155.43
"15303",161.37
"15304",159.31
"15305",162.21
"15306",160.68
"15307",157.05
"15308",161.82
"15309",149.4
"15310",154.83
"15311",153.43
"15312",159.95
"15313",156.67
"15314",160.53
"15315",156.06
"15316",160.68
"15317",150.73
"15318",154.69
"15319",166.27
"15320",151.37
"15321",159.12
"15322",159.99
"15323",158.98
"15324",159.23
"15325",142.46
"15326",157.4
"15327",158.75
"15328",165.96
"15329",162.82
"15330",158.95
"15331",159.06
"15332",152.12
"15333",162.76
"15334",170.42
"15335",157.93
"15336",159.79
"15337",160.34
"15338",144.32
"15339",156.3
"15340",151.28
"15341",167.28
"15342",160.63
"15343",154.51
"15344",158.08
"15345",154.71
"15346",152.48
"15347",153.48
"15348",159.02
"15349",157.7
"15350",170.64
"15351",157.87
"15352",149
"15353",155.48
"15354",150.58
"15355",149.29
"15356",155.06
"15357",156.05
"15358",144.58
"15359",153.39
"15360",157.1
"15361",155.35
"15362",157.33
"15363",161.71
"15364",168.57
"15365",152.56
"15366",150.88
"15367",154.28
"15368",152.74
"15369",150.47
"15370",157.23
"15371",163.32
"15372",153.45
"15373",156.24
"15374",156.58
"15375",160.66
"15376",156.29
"15377",157.63
"15378",151.98
"15379",160.35
"15380",160.04
"15381",163.87
"15382",154.2
"15383",165.61
"15384",159.39
"15385",154.84
"15386",163.03
"15387",155.41
"15388",159.53
"15389",154.72
"15390",161.7
"15391",158.98
"15392",156.41
"15393",158.83
"15394",164.73
"15395",156.73
"15396",161.26
"15397",160.91
"15398",158.55
"15399",157
"15400",157.3
"15401",160.76
"15402",152.08
"15403",154.03
"15404",166.06
"15405",161.76
"15406",164.64
"15407",162.13
"15408",161.84
"15409",157.3
"15410",160.12
"15411",154.36
"15412",156.4
"15413",159.7
"15414",149.18
"15415",156.6
"15416",161.72
"15417",155.92
"15418",158.88
"15419",161.73
"15420",162.25
"15421",165.28
"15422",152.55
"15423",168.89
"15424",163.87
"15425",148.44
"15426",161.43
"15427",162.49
"15428",164.26
"15429",158.86
"15430",153.48
"15431",154.32
"15432",159.78
"15433",161.1
"15434",159.29
"15435",156.37
"15436",156.31
"15437",160.81
"15438",154.81
"15439",161.54
"15440",162.84
"15441",163.93
"15442",158.62
"15443",154.07
"15444",157.53
"15445",166.13
"15446",158.15
"15447",166.77
"15448",161.41
"15449",165.55
"15450",157.82
"15451",158.51
"15452",156.48
"15453",158.15
"15454",156.01
"15455",154.11
"15456",162.83
"15457",161.16
"15458",157.51
"15459",163.61
"15460",157.64
"15461",156.28
"15462",165.99
"15463",153.43
"15464",162.01
"15465",149.73
"15466",159.76
"15467",151.59
"15468",156.03
"15469",150.1
"15470",162.69
"15471",171.14
"15472",158.08
"15473",158.93
"15474",167.92
"15475",153.84
"15476",153.96
"15477",159.07
"15478",157.46
"15479",158.82
"15480",152.04
"15481",155.08
"15482",155.57
"15483",152.23
"15484",154.29
"15485",165.32
"15486",155.18
"15487",159.28
"15488",162.09
"15489",157.44
"15490",167.19
"15491",159.44
"15492",163.78
"15493",147.53
"15494",151.95
"15495",161.93
"15496",159.71
"15497",157.82
"15498",156.35
"15499",157.54
"15500",162.21
"15501",159.88
"15502",155.66
"15503",161.87
"15504",156.09
"15505",173.65
"15506",158.68
"15507",152.03
"15508",154.48
"15509",158.45
"15510",159.05
"15511",151.97
"15512",161.15
"15513",165.02
"15514",163.85
"15515",155.96
"15516",154.55
"15517",159.94
"15518",159.79
"15519",160.15
"15520",171.07
"15521",157.35
"15522",156.43
"15523",170.13
"15524",155.41
"15525",158.14
"15526",157.53
"15527",159.39
"15528",159.28
"15529",160.5
"15530",160.65
"15531",163.09
"15532",167.33
"15533",158.88
"15534",157.28
"15535",152.25
"15536",161.2
"15537",151.86
"15538",155.78
"15539",155.36
"15540",158.25
"15541",151.15
"15542",161.17
"15543",154.71
"15544",164.49
"15545",163.4
"15546",160.07
"15547",156.68
"15548",163.31
"15549",158.11
"15550",150.78
"15551",156.65
"15552",156.62
"15553",155.46
"15554",164.32
"15555",159.18
"15556",156.06
"15557",162.47
"15558",162.12
"15559",158.14
"15560",151.22
"15561",160.98
"15562",154.64
"15563",154.22
"15564",156.19
"15565",155.46
"15566",159.64
"15567",166.74
"15568",167.01
"15569",158.99
"15570",157.97
"15571",154.75
"15572",150.25
"15573",157.02
"15574",161.35
"15575",156.21
"15576",160.11
"15577",152.52
"15578",160.11
"15579",160.98
"15580",160.14
"15581",161.03
"15582",165.05
"15583",155.47
"15584",160.17
"15585",161.17
"15586",156.01
"15587",156.72
"15588",150.62
"15589",178.2
"15590",148.43
"15591",165.64
"15592",162.64
"15593",157.94
"15594",146.04
"15595",156.45
"15596",153.62
"15597",166.09
"15598",160.32
"15599",155.44
"15600",170.87
"15601",161.29
"15602",149.2
"15603",156.63
"15604",154.55
"15605",160.08
"15606",153.7
"15607",154.82
"15608",161.19
"15609",158.98
"15610",156.5
"15611",157.09
"15612",162.28
"15613",167.94
"15614",156.36
"15615",162.35
"15616",160.88
"15617",150.29
"15618",160.99
"15619",162.66
"15620",165.76
"15621",156.98
"15622",167.39
"15623",150.15
"15624",153.31
"15625",156.76
"15626",162.74
"15627",159.63
"15628",159.54
"15629",149.78
"15630",162.75
"15631",152.56
"15632",156.45
"15633",158.43
"15634",164.46
"15635",158.44
"15636",152.84
"15637",157.52
"15638",156.14
"15639",166.39
"15640",163.51
"15641",168.38
"15642",149.08
"15643",153.65
"15644",156.34
"15645",160.48
"15646",150.55
"15647",160.23
"15648",156.6
"15649",154.22
"15650",154.71
"15651",164.06
"15652",161.26
"15653",154.8
"15654",160.54
"15655",159.77
"15656",157.41
"15657",158.9
"15658",163.87
"15659",159.4
"15660",154.4
"15661",162.79
"15662",166.45
"15663",158.6
"15664",162.01
"15665",160.79
"15666",159.06
"15667",157.05
"15668",163.37
"15669",155.3
"15670",165.54
"15671",163.57
"15672",150.47
"15673",152.5
"15674",161.55
"15675",161.27
"15676",163.45
"15677",156.4
"15678",151.07
"15679",153.97
"15680",159.99
"15681",166.49
"15682",157.68
"15683",153.28
"15684",155.97
"15685",161.78
"15686",155.07
"15687",159.92
"15688",167.43
"15689",156.58
"15690",159.97
"15691",157.84
"15692",155.25
"15693",155.47
"15694",160.19
"15695",161.7
"15696",152.33
"15697",160.27
"15698",153.47
"15699",156.26
"15700",157.38
"15701",165.32
"15702",157.29
"15703",154.18
"15704",156.64
"15705",151.9
"15706",148.48
"15707",159.56
"15708",165.43
"15709",157.18
"15710",163.04
"15711",163.83
"15712",160.22
"15713",155.94
"15714",156.17
"15715",155.32
"15716",154.79
"15717",152.74
"15718",162.6
"15719",160.98
"15720",165.65
"15721",159.24
"15722",156.11
"15723",163.7
"15724",154.04
"15725",157.36
"15726",161.36
"15727",165.19
"15728",161.72
"15729",156.95
"15730",155.47
"15731",161.37
"15732",156.95
"15733",162.19
"15734",154.67
"15735",154.96
"15736",152.84
"15737",152.86
"15738",153.33
"15739",163.43
"15740",164.2
"15741",156.82
"15742",157.81
"15743",152.15
"15744",149.66
"15745",157.35
"15746",164.39
"15747",152.3
"15748",156.6
"15749",158.76
"15750",159.94
"15751",146.01
"15752",159.95
"15753",160.72
"15754",159.55
"15755",156.94
"15756",160.16
"15757",167.58
"15758",165.04
"15759",160.9
"15760",155.54
"15761",164.09
"15762",161.56
"15763",154.49
"15764",160.48
"15765",159.9
"15766",162.15
"15767",163.18
"15768",154.73
"15769",154.99
"15770",148.16
"15771",155.63
"15772",153.92
"15773",153
"15774",144.88
"15775",154.34
"15776",161.57
"15777",154.64
"15778",149.04
"15779",157.44
"15780",154.78
"15781",154.95
"15782",157.03
"15783",157.48
"15784",162.35
"15785",161.1
"15786",172.61
"15787",152.42
"15788",154.68
"15789",159.05
"15790",164.48
"15791",148.3
"15792",163.82
"15793",156.99
"15794",161.9
"15795",160.44
"15796",160.61
"15797",159.04
"15798",150
"15799",156.97
"15800",152.47
"15801",161.54
"15802",165.04
"15803",155.95
"15804",158.92
"15805",157.84
"15806",159.25
"15807",160.2
"15808",158.11
"15809",159.09
"15810",164.3
"15811",158.77
"15812",157.7
"15813",161.01
"15814",158.55
"15815",159.64
"15816",153.46
"15817",150.73
"15818",152.82
"15819",160.97
"15820",165.59
"15821",163.2
"15822",157.49
"15823",160.06
"15824",158.13
"15825",156.15
"15826",159.91
"15827",154.17
"15828",149.7
"15829",152.24
"15830",162.22
"15831",149.48
"15832",159.03
"15833",154.91
"15834",160.27
"15835",154.02
"15836",158.49
"15837",156.93
"15838",157.24
"15839",148.77
"15840",160.79
"15841",154.98
"15842",164.56
"15843",146.74
"15844",157.8
"15845",163.86
"15846",153.39
"15847",165.49
"15848",162.5
"15849",147.87
"15850",158.72
"15851",160.54
"15852",167.92
"15853",158.99
"15854",160.76
"15855",153.19
"15856",162.63
"15857",152.76
"15858",156.68
"15859",156.5
"15860",154.06
"15861",164.01
"15862",160.21
"15863",163.52
"15864",159.79
"15865",154.35
"15866",162.13
"15867",159.89
"15868",151.79
"15869",159.94
"15870",156.33
"15871",156.76
"15872",158.24
"15873",155.3
"15874",154.24
"15875",157.5
"15876",156.1
"15877",159.06
"15878",162.58
"15879",159.43
"15880",159.78
"15881",151.1
"15882",167.12
"15883",156.34
"15884",164.48
"15885",152.01
"15886",150.77
"15887",152.26
"15888",152.39
"15889",156.49
"15890",156.65
"15891",159.13
"15892",157.33
"15893",155.52
"15894",162.41
"15895",157.68
"15896",153.82
"15897",152.87
"15898",154.2
"15899",158.46
"15900",154.92
"15901",165.85
"15902",148.47
"15903",159.74
"15904",168.58
"15905",165.22
"15906",165.84
"15907",164.64
"15908",159.55
"15909",149.98
"15910",162.86
"15911",146.83
"15912",157.25
"15913",161.88
"15914",166.9
"15915",160.54
"15916",158.84
"15917",162.39
"15918",164.38
"15919",157.92
"15920",163.04
"15921",154.74
"15922",158.5
"15923",157.07
"15924",161.64
"15925",153.5
"15926",155.49
"15927",155.78
"15928",153.57
"15929",150.73
"15930",158.78
"15931",155.48
"15932",154.37
"15933",155.79
"15934",159.81
"15935",164.86
"15936",155.99
"15937",154.34
"15938",161.6
"15939",155.02
"15940",163.71
"15941",166.43
"15942",163.71
"15943",157.81
"15944",166.36
"15945",163.06
"15946",163.51
"15947",165.09
"15948",165.08
"15949",163.66
"15950",161.84
"15951",157.32
"15952",155.25
"15953",156.78
"15954",161.65
"15955",162.11
"15956",160.63
"15957",156.78
"15958",162.33
"15959",155.69
"15960",164.77
"15961",161.02
"15962",157.34
"15963",156.7
"15964",154.96
"15965",154.78
"15966",163.61
"15967",158
"15968",156.4
"15969",164.75
"15970",163.03
"15971",160.85
"15972",152.73
"15973",151.76
"15974",156.26
"15975",155.32
"15976",163.24
"15977",151.34
"15978",159.11
"15979",155.37
"15980",155.08
"15981",171.6
"15982",161.46
"15983",161.09
"15984",157.21
"15985",156.07
"15986",152.22
"15987",156.34
"15988",153.27
"15989",157.57
"15990",159.86
"15991",160.82
"15992",162.25
"15993",158.17
"15994",158.46
"15995",154.14
"15996",148.63
"15997",147.77
"15998",158.28
"15999",166.36
"16000",163.43
"16001",158.76
"16002",161.86
"16003",150.43
"16004",167.47
"16005",152.48
"16006",160.59
"16007",156.66
"16008",150.39
"16009",159.12
"16010",157.84
"16011",159.88
"16012",163.71
"16013",160.36
"16014",163.06
"16015",155.79
"16016",167.79
"16017",147.31
"16018",161.75
"16019",154.64
"16020",155.63
"16021",153.87
"16022",153.66
"16023",162.91
"16024",153.03
"16025",162.4
"16026",165.47
"16027",162.34
"16028",155.02
"16029",155.79
"16030",158.97
"16031",168.43
"16032",154.55
"16033",149.19
"16034",162.16
"16035",148.19
"16036",156.64
"16037",170.9
"16038",160.27
"16039",154.58
"16040",156.43
"16041",157.87
"16042",168.97
"16043",158.7
"16044",159.18
"16045",160.6
"16046",162.66
"16047",159.12
"16048",157.94
"16049",158.33
"16050",159.81
"16051",154.28
"16052",154.98
"16053",160.58
"16054",160.87
"16055",152.95
"16056",162.73
"16057",157.81
"16058",165.45
"16059",157.36
"16060",166.73
"16061",161.99
"16062",156.75
"16063",160.94
"16064",154.31
"16065",160.53
"16066",157.25
"16067",162.52
"16068",165.17
"16069",164.82
"16070",160.09
"16071",149.69
"16072",156.26
"16073",159.8
"16074",159.63
"16075",156.82
"16076",164.07
"16077",163.32
"16078",164.38
"16079",158.87
"16080",166.95
"16081",165.01
"16082",153.83
"16083",165.15
"16084",159.83
"16085",157.35
"16086",148.32
"16087",149
"16088",154.97
"16089",162.33
"16090",161.42
"16091",156.37
"16092",147.39
"16093",157.21
"16094",145.84
"16095",157.56
"16096",160.29
"16097",166.7
"16098",164.38
"16099",157.93
"16100",155.69
"16101",160.46
"16102",159.95
"16103",158.14
"16104",153.35
"16105",161.91
"16106",156.83
"16107",153.89
"16108",153.46
"16109",159.58
"16110",155.94
"16111",161.71
"16112",161.45
"16113",155.62
"16114",166.68
"16115",159.24
"16116",160.51
"16117",162.54
"16118",152.28
"16119",154.52
"16120",165.61
"16121",149.63
"16122",163.61
"16123",160.61
"16124",168.72
"16125",163.02
"16126",160.79
"16127",163
"16128",154.25
"16129",154.82
"16130",152.63
"16131",154.89
"16132",151.03
"16133",157.39
"16134",162.31
"16135",159.21
"16136",165.34
"16137",165.13
"16138",157.69
"16139",148.9
"16140",159.08
"16141",158.21
"16142",164.25
"16143",153.68
"16144",160.38
"16145",158.3
"16146",163.17
"16147",146.57
"16148",154.69
"16149",155.69
"16150",155.58
"16151",155.81
"16152",155.83
"16153",149.61
"16154",165.22
"16155",160.44
"16156",157.82
"16157",155.94
"16158",161.36
"16159",159.86
"16160",162.61
"16161",165.96
"16162",158.4
"16163",160.07
"16164",152.65
"16165",151.01
"16166",154.44
"16167",162.63
"16168",153.31
"16169",159.41
"16170",158.74
"16171",159.03
"16172",153.1
"16173",163.7
"16174",164.88
"16175",163.06
"16176",159.59
"16177",156.61
"16178",154.48
"16179",157.63
"16180",156.49
"16181",152.64
"16182",163.25
"16183",161.33
"16184",160.47
"16185",167.54
"16186",165.63
"16187",161.78
"16188",151.3
"16189",154.26
"16190",160.69
"16191",154.21
"16192",166.39
"16193",157.43
"16194",160.1
"16195",161.05
"16196",155.21
"16197",163.48
"16198",157.82
"16199",168.13
"16200",164.01
"16201",159.72
"16202",160.18
"16203",158.28
"16204",157.07
"16205",166.05
"16206",157.91
"16207",158.68
"16208",156.1
"16209",163.48
"16210",167.08
"16211",160.58
"16212",161.47
"16213",161.62
"16214",155.7
"16215",156.17
"16216",160.04
"16217",158.27
"16218",152.24
"16219",160.07
"16220",164.42
"16221",151.39
"16222",157.5
"16223",151.85
"16224",163.26
"16225",154.73
"16226",161.43
"16227",157.01
"16228",165.5
"16229",165.83
"16230",168.07
"16231",154.75
"16232",155.37
"16233",158.45
"16234",164.68
"16235",150.99
"16236",155.51
"16237",153.45
"16238",160.25
"16239",155.77
"16240",161.69
"16241",147.19
"16242",156.74
"16243",166.76
"16244",159.51
"16245",162.37
"16246",158.4
"16247",156.94
"16248",157.03
"16249",160.61
"16250",153.24
"16251",151.76
"16252",155.81
"16253",157.83
"16254",160.43
"16255",152.06
"16256",164.08
"16257",155.05
"16258",157.69
"16259",167.84
"16260",167
"16261",165.08
"16262",154.96
"16263",153.14
"16264",154.39
"16265",155.8
"16266",152.89
"16267",163.95
"16268",167.22
"16269",158.62
"16270",160.82
"16271",155.15
"16272",162.36
"16273",158.84
"16274",157.17
"16275",158.59
"16276",161.53
"16277",156.54
"16278",157.74
"16279",156.09
"16280",166.61
"16281",154.78
"16282",153.95
"16283",158.6
"16284",146.5
"16285",165.38
"16286",163.04
"16287",149.24
"16288",158.1
"16289",158.82
"16290",170.29
"16291",154.29
"16292",158.82
"16293",164.39
"16294",156.63
"16295",153.63
"16296",150.52
"16297",153.52
"16298",160.87
"16299",163.24
"16300",156.87
"16301",159.75
"16302",157.05
"16303",154.04
"16304",155.51
"16305",149.14
"16306",156.46
"16307",162.85
"16308",164.08
"16309",165.89
"16310",152.03
"16311",159.19
"16312",151.14
"16313",155.65
"16314",157.83
"16315",162.88
"16316",159.11
"16317",163.43
"16318",168.62
"16319",167.96
"16320",168.38
"16321",161.95
"16322",165.55
"16323",157.07
"16324",153.28
"16325",156.46
"16326",157.56
"16327",161.4
"16328",167.65
"16329",152.06
"16330",165.3
"16331",155.3
"16332",155.23
"16333",148.33
"16334",162.1
"16335",160.34
"16336",152.35
"16337",160.41
"16338",159.98
"16339",162.28
"16340",148.47
"16341",147.42
"16342",169.83
"16343",150.25
"16344",162.76
"16345",160.56
"16346",153.63
"16347",158.6
"16348",162.38
"16349",166.64
"16350",157.2
"16351",151.9
"16352",157.95
"16353",156.49
"16354",156.74
"16355",158.4
"16356",162.89
"16357",163.02
"16358",165.76
"16359",149.54
"16360",158.88
"16361",160.84
"16362",159.57
"16363",150.35
"16364",154.23
"16365",157.08
"16366",159.73
"16367",149
"16368",159.49
"16369",159.02
"16370",145.45
"16371",165.87
"16372",152.21
"16373",163.46
"16374",157.8
"16375",149.75
"16376",155.04
"16377",155.35
"16378",162.68
"16379",152.53
"16380",155.74
"16381",158.69
"16382",157.68
"16383",158.48
"16384",159.18
"16385",151.47
"16386",155.11
"16387",162.24
"16388",156.18
"16389",151.9
"16390",151.47
"16391",169
"16392",153.69
"16393",163.51
"16394",159.05
"16395",151.71
"16396",150.23
"16397",156.99
"16398",165.58
"16399",159.88
"16400",154.14
"16401",166.34
"16402",154.84
"16403",157.45
"16404",163.48
"16405",161.37
"16406",157.39
"16407",160.27
"16408",149.83
"16409",153.9
"16410",159.59
"16411",159.76
"16412",164.4
"16413",148.46
"16414",148.84
"16415",155.52
"16416",158.28
"16417",156.76
"16418",162.99
"16419",164.44
"16420",150.62
"16421",157.81
"16422",158.85
"16423",155.18
"16424",151.14
"16425",149.46
"16426",162
"16427",157
"16428",158.64
"16429",161.95
"16430",155.82
"16431",153.57
"16432",153.46
"16433",159.33
"16434",145.68
"16435",165.79
"16436",158.73
"16437",150.5
"16438",165.85
"16439",157.69
"16440",156.72
"16441",152.26
"16442",159.82
"16443",156.63
"16444",150.6
"16445",157.12
"16446",156.03
"16447",159.45
"16448",147.12
"16449",156.95
"16450",165.91
"16451",162.22
"16452",157.57
"16453",157.46
"16454",163.02
"16455",154.11
"16456",162.91
"16457",162.41
"16458",159.25
"16459",159.01
"16460",149.45
"16461",159.44
"16462",161.17
"16463",163.67
"16464",160.97
"16465",152.86
"16466",164.42
"16467",154.1
"16468",165.71
"16469",168.87
"16470",169.23
"16471",158.62
"16472",153.66
"16473",158.21
"16474",152.34
"16475",160.29
"16476",163.77
"16477",160.15
"16478",157.97
"16479",163.92
"16480",160.29
"16481",161.89
"16482",158.11
"16483",154.38
"16484",159.78
"16485",151.14
"16486",156.66
"16487",156.35
"16488",159.66
"16489",159.3
"16490",160.15
"16491",156.88
"16492",158.44
"16493",165.85
"16494",160.98
"16495",161.43
"16496",156.53
"16497",162.68
"16498",166.27
"16499",162.27
"16500",168.43
"16501",159.78
"16502",164.53
"16503",157.94
"16504",146.41
"16505",162.26
"16506",159.24
"16507",159.14
"16508",152.72
"16509",165.59
"16510",154.6
"16511",152.02
"16512",154.73
"16513",159.19
"16514",160.32
"16515",164.41
"16516",146.63
"16517",157.56
"16518",148.5
"16519",162.71
"16520",157.57
"16521",160.38
"16522",161.69
"16523",163.1
"16524",161.41
"16525",153.94
"16526",152
"16527",152.8
"16528",158.52
"16529",167.85
"16530",152.87
"16531",159.41
"16532",153.59
"16533",153.79
"16534",158.73
"16535",166.61
"16536",150.8
"16537",158.48
"16538",158.89
"16539",157.85
"16540",169.6
"16541",157.76
"16542",158.86
"16543",162.1
"16544",161.82
"16545",168.38
"16546",149.46
"16547",160.92
"16548",164.28
"16549",157.44
"16550",165.27
"16551",160.67
"16552",155.96
"16553",161.15
"16554",159.38
"16555",149.7
"16556",159.28
"16557",155.52
"16558",158.5
"16559",165.91
"16560",150.85
"16561",146.68
"16562",154.59
"16563",152.65
"16564",152.75
"16565",153.54
"16566",150.89
"16567",153.03
"16568",152.42
"16569",158.96
"16570",152.8
"16571",154.89
"16572",158.61
"16573",155.54
"16574",154.53
"16575",160.39
"16576",158.59
"16577",159.1
"16578",164.93
"16579",155.42
"16580",155.85
"16581",156.59
"16582",142.56
"16583",164.39
"16584",159.99
"16585",156.2
"16586",158.5
"16587",158.69
"16588",160.88
"16589",160.41
"16590",158.04
"16591",151.51
"16592",164.83
"16593",157.97
"16594",151.33
"16595",151.74
"16596",149.81
"16597",164.91
"16598",157.76
"16599",149.62
"16600",160.48
"16601",151.15
"16602",161.69
"16603",156.11
"16604",161.62
"16605",156.49
"16606",156.39
"16607",155.2
"16608",153.64
"16609",164.41
"16610",159.1
"16611",150.2
"16612",158.61
"16613",150.56
"16614",163.86
"16615",156.86
"16616",163.96
"16617",162.09
"16618",146.21
"16619",152.79
"16620",154.98
"16621",159.71
"16622",163.23
"16623",147.71
"16624",160.25
"16625",162.6
"16626",155.98
"16627",157.89
"16628",166.91
"16629",159.75
"16630",164.06
"16631",153.76
"16632",156.52
"16633",158.57
"16634",162.72
"16635",155.55
"16636",156.26
"16637",150.87
"16638",160.75
"16639",156.81
"16640",151.09
"16641",156.02
"16642",153.95
"16643",154.51
"16644",161.57
"16645",158.84
"16646",152.12
"16647",167.88
"16648",159.04
"16649",162.01
"16650",157.77
"16651",152.75
"16652",158.36
"16653",154.81
"16654",164.62
"16655",150.37
"16656",158.11
"16657",150.14
"16658",156.39
"16659",152.1
"16660",164.49
"16661",163.39
"16662",151.7
"16663",157.47
"16664",157.53
"16665",160
"16666",155.51
"16667",154.3
"16668",158.08
"16669",159.34
"16670",160.45
"16671",162.51
"16672",162.96
"16673",152.98
"16674",157.22
"16675",156.1
"16676",156.26
"16677",163.13
"16678",163.44
"16679",165.3
"16680",161.21
"16681",157.04
"16682",162.74
"16683",159.56
"16684",158.22
"16685",159.86
"16686",157.42
"16687",165.93
"16688",149.92
"16689",164
"16690",160.36
"16691",170.09
"16692",159.22
"16693",158.97
"16694",167.12
"16695",144.75
"16696",155.56
"16697",162.35
"16698",153.95
"16699",153.8
"16700",154.6
"16701",168.65
"16702",158.57
"16703",155.77
"16704",161.19
"16705",154.39
"16706",158.4
"16707",160.12
"16708",158.96
"16709",161.82
"16710",163.12
"16711",153.68
"16712",151.99
"16713",157.34
"16714",172.37
"16715",158.17
"16716",158.91
"16717",154.44
"16718",161.15
"16719",171.52
"16720",165.82
"16721",153.36
"16722",154.43
"16723",158.71
"16724",163.84
"16725",160.78
"16726",153.38
"16727",157.04
"16728",155.34
"16729",149.79
"16730",146.11
"16731",167.18
"16732",169.2
"16733",157.36
"16734",161.4
"16735",151.61
"16736",161.44
"16737",159.19
"16738",153.98
"16739",163.19
"16740",159.08
"16741",165.14
"16742",159.03
"16743",160.73
"16744",164.64
"16745",163.11
"16746",160.41
"16747",156.43
"16748",163.16
"16749",158.22
"16750",159.12
"16751",161.9
"16752",161.77
"16753",160.36
"16754",157.41
"16755",163.23
"16756",151.76
"16757",151.81
"16758",158.25
"16759",166.99
"16760",151.01
"16761",167.01
"16762",151.68
"16763",159.56
"16764",150.13
"16765",167.93
"16766",156.67
"16767",153.32
"16768",157.46
"16769",150.28
"16770",166.85
"16771",160.14
"16772",155.19
"16773",164.77
"16774",158.52
"16775",157.47
"16776",153.19
"16777",158.97
"16778",159.58
"16779",151.7
"16780",152.69
"16781",160.12
"16782",156.33
"16783",157.04
"16784",152.4
"16785",162.58
"16786",155
